title,absract,date,link,database,Base Model,Interface Type,Workflow Composition,Architecture,Agentic Role - Retrieval,Agentic Role - Personalization,Agentic Role - Risk assessment,Agentic Role - Tool use,Agentic Role - Other,Modality,SoTD - Interactional / Conversational,SoTD - Generated / Synthetic,SoTD - Clinically Collected Data,SoTD - Elicited Evidence,Mental Health Focus,Age Group,Location,Sex,DT - Screening / Triage,DT - Clinical Decision Support,DT - Therapeutic Interventions,DT - Documentation Generation,DT - Ethical / Legal support,DT - Education & Simulation,DT - Evidence & Benchmarking,DT - Other,Automated Evaluation - Applicability,Automated Evaluation - Language,Human Evaluation - Expert,Human Evaluation - User,Unnamed: 35,Unnamed: 36,published
Independent Clinical Evaluation of General-Purpose LLM Responses to Signals of Suicide Risk,"['Nick Judd', 'Alexandre Vaz', 'Kevin Paeth', 'Layla In√©s Davis', 'Milena Esherick', 'Jason Brand', 'In√™s Amaro', 'Tony Rousmaniere']",10/31/25,https://arxiv.org/abs/2510.27521v1,arXiv,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,FALSE,TRUE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,"6A7, 6B0, 6B4",Middle Adulthood,United States,Both,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,10/31/25
Development and Evaluation of HopeBot: an LLM-based chatbot for structured and interactive PHQ-9 depression screening,"['Zhijun Guo', 'Alvina Lai', 'Julia Ive', 'Alexandru Petcu', 'Yutong Wang', 'Luyuan Qi', 'Johan H Thygesen', 'Kezhi Li']",2025-07-08T13:41:22Z,https://arxiv.org/abs/2507.05984v1,arXiv,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,"Text, Audio",TRUE,TRUE,Not Applicable,Not Applicable,6A7,"Adolescence, Young Adulthood, Middle Adulthood, Old","United Kingdom, China",Both,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,2025-07-08T13:41:22Z
Talking to an AI Mirror: Designing Self-Clone Chatbots for Enhanced Engagement in Digital Mental Health Support,"['Mehrnoosh Sadat Shirvani', 'Jackie Liu', 'Thomas Chao', 'Suky Martinez', 'Laura Brandt', 'Ig-Jae Kim', 'Dongwook Yoon']",9/8/25,https://arxiv.org/abs/2509.06393v1,arXiv,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,"Young Adulthood, Middle Adulthood",Unspecified,Both,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,,9/8/25
Toward Real-World Chinese Psychological Support Dialogues: CPsDD Dataset and a Co-Evolving Multi-Agent System,"['Yuanchen Shi', 'Longyin Zhang', 'Fang Kong']",2025-07-10T07:56:35Z,https://arxiv.org/abs/2507.07509v1,arXiv,Foundation model,Chatbot,Multi-Agent,Team Architecture,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,General Psychiatry,"Childhood, Adolescence, Young Adulthood, Middle Adulthood, Old",China,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,,2025-07-10T07:56:35Z
Standardization of Psychiatric Diagnoses -- Role of Fine-tuned LLM Consortium and OpenAI-gpt-oss Reasoning LLM Enabled Decision Support System,"['Eranga Bandara', 'Ross Gore', 'Atmaram Yarlagadda', 'Anita H. Clayton', 'Preston Samuel', 'Christopher K. Rhea', 'Sachin Shetty']",2025-10-29T14:54:22Z,https://arxiv.org/abs/2510.25588v1,arXiv,Foundation model,Non-Chat Agent,Multi-Agent,Hybrid Architecture,FALSE,FALSE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,2025-10-29T14:54:22Z
MindEval: Benchmarking Language Models on Multi-turn Mental Health Support,"['Jos√© Pombal', ""Maya D'Eon"", 'Nuno M. Guerreiro', 'Pedro Henrique Martins', 'Ant√≥nio Farinhas', 'Ricardo Rei']",11/23/25,https://arxiv.org/abs/2511.18491v3,arXiv,Foundation model,Chatbot,Multi-Agent,Flat Architecture,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,"6A7, 6B0","Adolescence, Young Adulthood, Middle Adulthood, Old",Unspecified,Both,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,11/23/25
Role-Playing LLM-Based Multi-Agent Support Framework for Detecting and Addressing Family Communication Bias,"['Rushia Harada', 'Yuken Kimura', 'Keito Inoshita']",2025-07-15T11:27:32Z,https://arxiv.org/abs/2507.11210v2,arXiv,Foundation model,Chatbot,Multi-Agent,Team Architecture,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,6B4,Unspecified,Japan,Both,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,2025-07-15T11:27:32Z
LLM Agent-Based Simulation of Student Activities and Mental Health Using Smartphone Sensing Data,"['Wayupuk Sommuang', 'Kun Kerdthaisong', 'Pasin Buakhaw', 'Aslan B. Wong', 'Nutchanon Yongsatianchot']",2025-07-17T03:30:11Z,https://arxiv.org/abs/2508.02679v2,arXiv,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,TRUE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Interview (Questionnaire),General Psychiatry,Adolescence,United States,Unspecified,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,2025-07-17T03:30:11Z
Kardia-R1: Unleashing LLMs to Reason toward Understanding and Empathy for Emotional Support via Rubric-as-Judge Reinforcement Learning,"['Jiahao Yuan', 'Zhiqing Cui', 'Hanqing Wang', 'Yuansheng Gao', 'Yucheng Zhou', 'Usman Naseem']",2025-12-01T04:54:03Z,https://arxiv.org/abs/2512.01282v2,arXiv,Foundation model,Chatbot,Non-Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2025-12-01T04:54:03Z
MAGneT: Coordinated Multi-Agent Generation of Synthetic Multi-Turn Mental Health Counseling Sessions,"['Aishik Mandal', 'Tanmoy Chakraborty', 'Iryna Gurevych']",2025-09-04T12:59:24Z,https://arxiv.org/abs/2509.04183v1,arXiv,Foundation model,Non-Chat Agent,Multi-Agent,Hybrid Architecture,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,"6A7, 6B0",Unspecified,Unspecified,Unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,2025-09-04T12:59:24Z
Investigating AI in Peer Support via Multi-Module System-Driven Embodied Conversational Agents,"['Ruoyu Wen', 'Xiaoli Wu', 'Kunal Gupta', 'Simon Hoermann', 'Mark Billinghurst', 'Alaeddin Nassani', 'Dwain Allan', 'Thammathip Piumsomboon']",2025-11-27T09:47:18Z,https://arxiv.org/abs/2511.22269v1,arXiv,Foundation model,Chatbot,Multi-Agent,Flat Architecture,TRUE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood",Unspecified,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2025-11-27T09:47:18Z
Bloom: Designing for LLM-Augmented Behavior Change Interactions,"['Matthew J√∂rke', 'Defne Gen√ß', 'Valentin Teutschbein', 'Shardul Sapkota', 'Sarah Chung', 'Paul Schmiedmayer', 'Maria Ines Campero', 'Abby C. King', 'Emma Brunskill', 'James A. Landay']",2025-10-06T23:31:18Z,https://arxiv.org/abs/2510.05449v1,arXiv,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,TRUE,FALSE,"Text, Audio, Images",TRUE,TRUE,Not Applicable,Not Applicable,6B4,"Adolescence, Young Adulthood, Middle Adulthood, Old",United States,Both,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,,2025-10-06T23:31:18Z
AI-Powered Chatbot for Mental Health Assistance,,10/1/25,https://openalex.org/W4414724326,OpenAlex,Foundation model,Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood",United States,Both,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,10/1/25
DialogGuard: Multi-Agent Psychosocial Safety Evaluation of Sensitive LLM Responses,,12/1/25,https://openalex.org/W4417004206,OpenAlex,Deep Learning Models,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Not Applicable,"6A7, 6B0, 6B4, 6A80, 6C4, 6B6","Adolescence, Young Adulthood",India,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,12/1/25
AI-Driven Mental Health Screening Using NLP Chatbots and Vision Transformers,,10/3/25,https://openalex.org/W4414792612,OpenAlex,Foundation model,Non-Chat Agent,Multi-Agent,Hybrid Architecture,FALSE,FALSE,TRUE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,6A7,Unspecified,Unspecified,Unspecified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,10/3/25
Cultural Prompting Improves the Empathy and Cultural Responsiveness of GPT-Generated Therapy Responses,,10/19/25,https://openalex.org/W4416931997,OpenAlex,"Deep Learning Models, Small pre-trained model",Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,"Text, Audio, Images",TRUE,FALSE,Not Applicable,Interview (Questionnaire),6A7,Unspecified,Unspecified,Unspecified,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,10/19/25
Mental Health Support System,,10/23/25,https://openalex.org/W4415477278,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood, Middle Adulthood, Old",United States,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,10/23/25
VERA-MH Concept Paper,,10/17/25,https://openalex.org/W4416245556,OpenAlex,Rule-based models,Chatbot,Non-Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Interview (Questionnaire),"6A7, 6B0, 6B4","Adolescence, Young Adulthood",Unspecified,Unspecified,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,10/17/25
ZenLoop: An AI-Powered Mental Health Platform,,8/25/25,https://openalex.org/W4413524629,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,"6A7, 6B0","Adolescence, Young Adulthood, Middle Adulthood, Old",Unspecified,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,8/25/25
Exploratory Research on the Potential of Human�AI Interaction for Mental Health: Building and Verifying an Experimental Environment Based on ChatGPT and Metaverse,,19-Oct-25,,OpenAlex,Small pre-trained model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,TRUE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,
HUMAN-AI COLLABORATION IN MATERNAL MENTAL HEALTH: A HYBRID APPROACH TO REDUCING ANXIETY IN EXPECTANT AND NURSING MOTHERS,,11/24/25,https://openalex.org/W7106854405,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,"Text, Audio,Image",FALSE,TRUE,Not Applicable,Not Applicable,"6A7, 6B0, 6B4","Adolescence, Young Adulthood",Japan,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,11/24/25
Using Nonverbal Cues in Empathic Multi-Modal LLM-Driven Chatbots for Mental Health Support,,9-Sep-25,https://dl.acm.org/doi/10.1145/3743724,OpenAlex,Rule-based models,Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,6B0,"Adolescence, Young Adulthood, Middle Adulthood",Unspecified,Female only,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,2025
Tweaking the Messages and Approaching the Glass Box: Using AI Chatbots to Promote Help-Seeking for Depressive Symptoms,,10/18/25,https://openalex.org/W4415312902,OpenAlex,unspecified(emol),Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,"Text, Audio,Image",TRUE,FALSE,Not Applicable,Not Applicable,6A7,Adolescence,Japan,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,10/18/25
MINDWELL AN AI-POWERED MENTAL HEALTH COMPANION,,11/26/25,https://openalex.org/W7107964138,OpenAlex,unspecified(emol),Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,6A7,"Young Adulthood, Middle Adulthood, Old",United States,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,11/26/25
Large language models and retrieval-augmented generation-based chatbot for adolescent mental health,,9/1/25,https://openalex.org/W4414218383,OpenAlex,"Rule-based models, Deep Learning Models",Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,"Text, Audio",FALSE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,9/1/25
AI Powered Mental Health Chatbots,,11/14/25,https://openalex.org/W4416248858,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,FALSE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Systematic reviews  / Meta analysis,"6A7, 6B0",Adolescence,Indonesia,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,11/14/25
Evaluating LLM Safety Across Child Development Stages: A Simulated Agent Approach,,10/7/25,https://openalex.org/W4414977043,OpenAlex,Small pre-trained model,Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,India,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,10/7/25
Apprentice bot model design and implementation for psychological clients' therapy,,24-Feb-25,https://link.springer.com/article/10.1007/s42452-025-06515-2,OpenAlex,Foundation model,Non-Chat Agent,Multi-Agent,Flat Architecture,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Childhood,Unspecified,Unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2025
A Comparison of Responses from Human Therapists and Large Language Model�Based Chatbots to Assess Therapeutic Communication: Mixed Methods Study,,21.May.2025,https://mental.jmir.org/2025/1/e69709,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood",China,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
Does the AI-driven Chatbot Work? Effectiveness of the Woebot app in reducing anxiety and depression in group counseling courses and student acceptance of technological aids,,5/1/25,,WoS,Foundation model,Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,5/1/25
Effect of an AI agent trained on a large language model (LLM) as an intervention for depression and anxiety symptoms in young adults: A 28-day randomized controlled trial,,2025 Oct,https://pubmed.ncbi.nlm.nih.gov/40910958/,WoS,Rule-based models,Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,"6A7, 6B0","Adolescence, Young Adulthood",Taiwan,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,2025
"Deploying a Mental Health Chatbot in Higher Education: The Development and Evaluation of Luna, an AI-Based Mental Health Support System",,6/10/25,https://doi.org/10.3390/computers14060227,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,FALSE,FALSE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,"6A7, 6B0","Adolescence, Young Adulthood",China,Both,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,6/10/25
Evaluating LLM Safety Across Child Development Stages: A Simulated Agent Approach,,10/7/25,,WoS,Foundation model,Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,"Text,Audio,Video",FALSE,FALSE,Not Applicable,Interview (Questionnaire),6B4,"Adolescence, Young Adulthood, Middle Adulthood",Italy,Female only,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,10/7/25
Domain-Specific Constitutional AI: Enhancing Safety in LLM-Powered Mental Health Chatbots,"['Chenhan Lyu', 'Yutong Song', 'Pengfei Zhang', 'Amir M. Rahmani']",9/19/25,https://arxiv.org/abs/2509.16444v1,arXiv,Foundation model,Non-Chat Agent,Single Agent,Not Applicable,FALSE,FALSE,TRUE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,General Psychiatry,"Childhood, Adolescence",Unspecified,Unspecified,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,9/19/25
Between Help and Harm: An Evaluation of Mental Health Crisis Handling by LLMs,"['Adrian Arnaiz-Rodriguez', 'Miguel Baidal', 'Erik Derner', 'Jenn Layton Annable', 'Mark Ball', 'Mark Ince', 'Elvira Perez Vallejos', 'Nuria Oliver']",9/29/25,https://arxiv.org/abs/2509.24857v2,arXiv,Small pre-trained model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,EHRs,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,9/29/25
Collective Voice: Recovered-Peer Support Mediated by An LLM-Based Chatbot for Eating Disorder Recovery,"['Ryuhaerang Choi', 'Taehan Kim', 'Subin Park', 'Seohyeon Yoo', 'Jennifer G. Kim', 'Sung-Ju Lee']",9/18/25,https://arxiv.org/abs/2509.15289v1,arXiv,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,FALSE,TRUE,FALSE,FALSE,Text,TRUE,TRUE,EHRs,Interview (Questionnaire),6B8,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,9/18/25
Mitigating Harmful Erraticism in LLMs Through Dialectical Behavior Therapy Based De-Escalation Strategies,"['Pooja Rangarajan', 'Jacob Boyle']",2025-09-06T11:20:15Z,https://arxiv.org/abs/2510.15889v1,arXiv,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,TRUE,Text,TRUE,FALSE,Not Applicable,Interview (Questionnaire),6B8,"Adolescence, Young Adulthood",Unspecified,Female only,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2025-09-06T11:20:15Z
TheraMind: A Strategic and Adaptive Agent for Longitudinal Psychological Counseling,"['He Hu', 'Yucheng Zhou', 'Chiyuan Ma', 'Qianning Wang', 'Zheng Zhang', 'Fei Ma', 'Laizhong Cui', 'Qi Tian']",2025-10-29T17:54:20Z,https://arxiv.org/abs/2510.25758v1,arXiv,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,FALSE,TRUE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2025-10-29T17:54:20Z
PsycholexTherapy: Simulating Reasoning in Psychotherapy with Small Language Models in Persian,"['Mohammad Amin Abbasi', 'Hassan Naderi']",2025-10-04T19:40:10Z,https://arxiv.org/abs/2510.03913v1,arXiv,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,TRUE,FALSE,FALSE,Text,FALSE,FALSE,EHRs,Case Series and Reports ,General Psychiatry,Unspecified,China,Unspecified,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,2025-10-04T19:40:10Z
CLINPREAI: AN AGENTIC AI SYSTEM FOR EARLY POSTPARTUM DEPRESSION RISK PREDICTION FROM MULTIMODAL EHR DATA,,11/18/25,https://www.medrxiv.org/content/10.1101/2025.11.14.25340265v1,arXiv,Small pre-trained model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Iran,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,11/18/25
Evaluating Voice-Enabled Generative AI for Mental Health: Real-Time Performance and Safety Analyses,"Ngo, N.; Sano, A.",11/17/25,https://doi.org/10.1101/2025.11.14.25340246,medRxiv,Machine Learning Models,Non-Chat Agent,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,TRUE,Text,TRUE,FALSE,EHRs,Not Applicable,6A7,"Adolescence, Young Adulthood, Middle Adulthood",United States,Female only,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,11/17/25
MoPHES: Leveraging on-device LLMs as Agent for Mobile Psychological Health Evaluation and Support,,17-Oct-25,,medRxiv,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,TRUE,FALSE,FALSE,"Text, Audio",TRUE,FALSE,Not Applicable,Interview (Questionnaire),"6A7, 6B0",Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
Development of Mental Health Prediction App for the Depression Assistance Based on AI Chatbot,,7/4/25,https://openalex.org/W4415745379,OpenAlex,Small pre-trained model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Interview (Questionnaire),"6A7, 6B0",Unspecified,China,Unspecified,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,7/4/25
MindEval: Benchmarking Language Models on Multi-turn Mental Health Support,,11/23/25,https://openalex.org/W7106783787,OpenAlex,Machine Learning Models,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,6A7,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,11/23/25
Which voice aids mental health interactions? Exploring dual-pathway effects of voice anthropomorphism of AI health chatbots on patient anxiety,,12/4/25,https://openalex.org/W4416986379,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,"6A7, 6B0","Adolescence, Young Adulthood, Middle Adulthood, Old",Unspecified,Both,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,12/4/25
Using a Secondary Channel to Display the Internal Empathic Resonance of LLM-Driven Agents for Mental Health Support,,10/11/25,https://openalex.org/W4415065069,OpenAlex,Foundation model,Chatbot,Non-Agent,Not Applicable,FALSE,TRUE,FALSE,TRUE,FALSE,"Text, Audio, Video",TRUE,TRUE,Not Applicable,Interview (Questionnaire),6B0,"Adolescence, Young Adulthood, Middle Adulthood, Old",China,Both,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,10/11/25
Effectiveness of AI Chatbot in reducing Anxiety Levels in a Community Mental Health Center,,,,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Interview (Questionnaire),6B0,"Adolescence, Young Adulthood, Middle Adulthood","European Economic Area, North America, Asia-Pacific Region",Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
Safety Evaluation of a Clinical-Grade Generative AI Agent for Anxiety and Depression Symptoms,,9/27/25,https://openalex.org/W4414559103,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,6B0,"Adolescence, Young Adulthood, Middle Adulthood",Peru,Both,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,9/27/25
